station_name,station_full_name,station_zone,station_address
SOA,SANOSRA,WR,"Bhavnagar, Gujarat, India"
SOAE,SOMRA BAZAR,ER,"State Highway 6, West Bengal, India"
SOB,SILANIBARI,NFR,"Bantow Bangali, Assam, India"
SOD,SOJAT ROAD,NWR,"Sojat Road Railway Station, Sojat Road.."
SOE,SHEOPUR KALAN,NCR,"Sheopur, Madhya Pradesh, India"
SOF,SAOTA,ER,"Saota, West Bengal, India"
SOG,SURATGARH JN,NWR,"Suratgarh Junction, MDR 103, Suratgarh.."
SOGR,SOGRA,SER,"Sogra Station, Odisha, India"
SOH,SIROHI ROAD,NWR,"Sirohi, Rajasthan, India"
SOHL,SOHAL,NR,"Sohal, Punjab, India"
SOJ,SAROJINI NAGAR,NR,"Sarojini Nagar, Lane F, Sarojini Nagar.."
SOJN,SIHOR GUJARAT,WR,"Sihor Gujarat Railway Station, Shihor,.."
SOL,SOLAN,NR,"Solan, Himachal Pradesh, India"
SOLA,SOVABAZAR AHIRITOLA,ER,"Ahiritola, Beniatola, Kolkata, West Be.."
SOLR,SOLUR,SWR,"Solur, Bengaluru - Mangaluru Highway, .."
SOM,SOMNA,NCR,"Somna, Uttar Pradesh, India"
SONA,SONAMUKHI PH,SER,"Sonamukhi, West Bengal 722207, India"
SONH,SEONAN H,ECR,"Shiunand, Bihar, India"
SONI,SONI,NCR,"Soni, Madhya Pradesh, India"
SONR,SAONER JN,SECR,"Saoner, Maharashtra, India"
SONW,SONWARSA H,ECR,"Bihar 805124, India"
SOP,SHIUPUR,NR,"Tarna Bypass Bus Stop, Shivpur Bypass .."
SOPR,SONMA PRANPUR F,ECR,"Sonma, Bihar 848201, India"
SOQ,SOMPUR ROAD,SWR,"Sompur Road Station, Karnataka, India"
SOR,SONAGIR,NCR,"Madhya Pradesh, India"
SORI,SORAI,WCR,"Sorai, Odisha, India"
SORO,SORO,SER,"Soro, Odisha, India"
SOS,SOMESAR,NWR,"Pali, Rajasthan, India"
SOT,SHOHRATGARH,NER,"Shohratgarh, Uttar Pradesh, India"
SOU,SUPAUL,ECR,"Supaul, Bihar, India"
SOW,SUHSARAI,ECR,"Biharsharif - Nijay Rd, Bihar 803118, .."
SOY,SUKRIMANGELA,SECR,"Seoni, Madhya Pradesh, India"
SP,SAIDAPET,SR,"Saidapet, Chennai, Tamil Nadu, India"
SPAK,ARNIYA KALAN SALEMPURA,NWR,"Nizampura, PIN - 303510, Dist. - Dausa.."
SPAM,SENJI PANAMBAKKAM,SR,"Senji Panambakkam, Tamil Nadu"
SPB,SONEKHPUR H,NR,"Sankhapur, Andhra Pradesh, India"
SPBK,SUNDERPUR,NR,
SPC,SITAPUR CITY,NR,"Sitapur Railway Station, Sitapur, Utta.."
SPD,SUPEDI,WR,"Supedi, Gujarat, India"
SPDM,SINGHPURDUMRA,NCR,"Chhatarpur, Madhya Pradesh, India"
SPDR,SHEOPRASADNAGER,SECR,"Surguja, Chhattisgarh, India"
SPE,SULLURUPETA,SR,"Sullurupeta, Andhra Pradesh, India"
SPF,STUARTPURAM,SCR,"Guntur, Andhra Pradesh, India"
SPGL,SARAI GOPAL,NR,"Allahabad, Uttar Pradesh, India"
SPGR,SAMPIGE ROAD,SWR,"Sampige Rd, Bangalore, Karnataka, India"
SPHL,SHAMPURHALLI H,SCR,"Shampurhalli, Karnataka, India"
SPHT,SHIVPURI H,ECR,"Sri Krishna Puri, Patna, Bihar 800013,.."
SPJ,SAMASTIPUR JN,ECR,"Samastipur Railway Station, Samastipur.."
SPJB,SAIDPUR JALALABAD,NR,"Kapurthala, Punjab, India"
SPK,SAPEKHATI,NFR,"785693, India"
SPL,SUNDARAPERUMAL KOIL,SR,"Sundaraperumal Koil, Tamil Nadu, India"
SPLE,SUJNIPARA,ER,"Sujnipara, Sajinipara, West Bengal, In.."
SPN,SHAHJEHANPUR,NR,"Shahjahanpur Railway Station, SH 29, S.."
SPO,SURPURA,NWR,"Surpura, Rajasthan, India"
SPP,SHAHPUR PATOREE,ECR,"Thana Road, Bihar, India"
SPPA,SHERPUR DHIPURA,ECR,"Samastipur, Bihar, India"
SPPR,SHUDNIPUR,NR,"Shudnipur Railway Station, Uttar Prade.."
SPQ,SORUPETA,NFR,"Sarupeta, Assam, India"
SPR,SONARPUR JN,ER,"Sonarpur Bus Stand, Sonarpur Station R.."
SPRA,SILLIPUR,NCR,"Sillipur, Madhya Pradesh, India"
SPRD,SINGAPURAM ROAD,ECOR,"Singapuram Road Station, JK Pur, Oriss.."
SPRM,SITAPURAM PH,ECOR,"Gajapati, Odisha, India"
SPRN,SALEMPUR HALT,ECR,
SPS,SHRIPAT SHRIKHANDA,ER,"Ganguli Danga, West Bengal, India"
SPSR,SARPESWAR PH,ECOR,"Khuntuni Road, Odisha, India"
SPT,SOMPETA,ECOR,"Andhra Pradesh, India"
SPTR,SILAPATHAR,NFR,"Salaiputhur, Tamil Nadu, India"
SPV,SIVAPUR,SWR,"Shivapur, Maharashtra, India"
SPWI,SOLAPURWADI,CR,"Solapurwadi , Ashti Taluka, Dist. - Be.."
SPX,SAPATGRAM,NFR,"Assam 783337, India"
SPY,SARSONPURI,SECR,"Sarsonpuri, Chhattisgarh, India"
SPYA,SIPAYA H,NER,"Sipaya, Bihar, India"
SPZ,SAMPLA,NR,"Sampla Railway Station, Sampla, Haryan.."
SQB,SINGHABAD,NFR,"Srirampur, West Bengal 732121, India"
SQD,SATTIRAKKUDI,SR,"Sathirakudi, Tamil Nadu, India"
SQE,SAMARALA H,SCR,"NH1 - Samrala Rd, Punjab, India"
SQF,SUKRITIPUR,NFR,"Vatparra Bus Stop, National Highway 44.."
SQJ,SAILA KHURD,NR,"Saila Khurd, Punjab, India"
SQK,SHANKAR,NR,"Shankar, Punjab, India"
SQL,SONTALAI,WCR,"Sontalai, Madhya Pradesh, India"
SQN,SARAI KANSRAI,NR,"Jaunpur, Uttar Pradesh, India"
SQQ,SALAGAON,ECOR,"Salagaon Station, Odisha, India"
SQR,SULTANPUR LODI,NR,"Punjab 144626, India"
SQS,SIGSIGI,ECR,"Unnamed Road, Sigsigi, Jharkhand 82212.."
SQW,SIDHWALIA,NER,"Sidhwalia, Bihar, India"
SR,SABLI ROAD,WR,"Gujarat, India"
SRA,SEMRA,ECR,"Ramsewak Inter College Semra Manapur, .."
SRAS,SIRAS,NWR,"Siraspur, New Delhi, Delhi, India"
SRB,SAROBAG,ER,"Sarobag, Dariyapur, Khirodharpur, Biha.."
SRBA,SARAGBUNDIA,SECR,"Urga, Chhattisgarh, India"
SRBH,SHAHID RAMPHAL BALHARA,NR,"Bahu Akbarpur, PIN - 124001, Dist. - R.."
SRBZ,SEHARA BAZAR PH,SER,"Bardhaman, West Bengal, India"
SRC,SANTRAGACHI JN,SER,"Santragachi Railway Station, Howrah, W.."
SRDR,SARDARSHAHR,NWR,"Sardarshahr, Rajasthan, India"
SRDW,SHRIMAD DWARIKAPURI H,NCR,"Farrukhabad, Uttar Pradesh, India"
SRE,SAHARANPUR,NR,"Saharanpur Railway Station, Subhash Na.."
SRF,SAGAR JAMBAGARU,SWR,"Sagara, Karnataka, India"
SRGH,SURAJGARH,NWR,"Surajgarh, Rajasthan, India"
SRGM,SRIRANGAM,SR,"Srirangam Raiway Station, Srirangam, T.."
SRGP,SARAGIPALI,ECOR,"Saragipali, National Highway 42, Odish.."
SRGR,SARAYGARH,ECR,"Garhia, Bihar 852105, India"
SRGT,SURENDRANAGAR GATE,WR,"Surendranagar, Gujarat, India"
SRI,SALMARI,NFR,"Bihar, India"
SRID,SHRIDHAM,WCR,"Shri Nirivikar Path, Tripur Sundari Te.."
SRJ,SHANKARGARH,NCR,"Chundwa, Uttar Pradesh 212108, India"
SRJK,SURAJKUNDA,NR,"Suraj Kunda, Uttar Pradesh, India"
SRJM,SIRJAM,SER,"Purulia, West Bengal, India"
SRJN,SIRAJNAGAR H,ER,"Rajnagar, Madhya Pradesh, India"
SRJR,SARSA JARNALPUR,ECR,"Sarsa Jamalpur, PIN - 811101, Dist. - .."
SRKI,SEMARKHERI,WCR,"Lakheri, Rajasthan, India"
SRKN,SHEREKAN,NWR,"Hanumangarh, Rajasthan, India"
SRKR,SALAR KHURD,NER,"Selarkhud Station Road, Uchka Ganw, Bi.."
SRL,SAROLA,CR,"Sarola, Maharashtra, India"
SRM,SARNA,NR,"Sarna, Madhya Pradesh, India"
SRMN,SEMRAON,ECR,"Semraon, Bihar, India"
SRMP,SIRSI MUKHDUMPUR,NR,"Moradabad, Uttar Pradesh, India"
SRMR,SRIRAMPURAM,SCR,"Shri Rampuram Railway Station, Andhra .."
SRMT,SIRMUTTRA,NCR,"Mathura, Uttar Pradesh, India"
SRNK,SORON,NER,"Soron, Uttar Pradesh, India"
SRNM,SRIRAMANAGAR H,SWR,"Mustoor, Karnataka, India"
SRNR,SRIRAMNAGAR,SCR,"Ramnagar, Uttarakhand, India"
SRNT,SARNATH,NER,"Saranth Station Road, Sarnath, Varanas.."
SRO,SIRATHU,NCR,"Sirathu, Uttar Pradesh, India"
SRP,SERAMPORE,ER,"Serampore Railway Station, Serampore, .."
SRPB,SRIRAMPUR ASSAM,NFR,"Srirampur, Assam, India"
SRPJ,SWARUPGANJ,NWR,"Sirohi, Rajasthan, India"
SRPM,SIRIPURAM,SCR,"Siripuram Railway Station, Andhra Prad.."
SRPN,SRIPANI,NFR,"Siripani Ahom Pathar, Assam 787110, In.."
SRPR,SARUPSAR JN,NWR,"Sri Ganganagar, Rajasthan, India"
SRPU,SRIPUR H,NFR,"Maldah, West Bengal, India"
SRR,SHORANUR JN,SR,"Shoranur, Kerala, India"
SRRG,SURER GOTH,NWR,"Alwar, Rajasthan, India"
SRSI,SARSI,ECR,"Sarsi, Bihar, India"
SRSL,SIRSALA,NWR,"Sirsa, Haryana, India"
SRSO,SARSOO,ECR,"Sarsu, Bihar 805131, India"
SRT,SATUR,SR,"Sattur, Tamil Nadu, India"
SRTE,SOOROTHEE,NCR,"Dhaulpur, Rajasthan, India"
SRTL,SHERTALAI,SR,"Cherthala Railway Station, NH 66, Cher.."
SRTN,SIBSAGAR TOWN,NFR,"Assam 785640, India"
SRU,SALEMPUR JN,NER,"Salempur, Uttar Pradesh, India"
SRUR,SIRPUR TOWN,SCR,"Sirpur, Andhra Pradesh, India"
SRVN,SRAVANUR H,SWR,"Sravanur Railway Station, Karnataka, I.."
SRVT,SIRUVATTUR,SR,"Tirupattur, Tamil Nadu, India"
SRVX,SURAVALI,KR,"Goa 403708, India"
SRW,SHRI KARANPUR,NWR,"Sri Karanpur, Karanpur, Rajasthan, India"
SRWN,SARASWATINAGAR,SECR,"Unnamed Road, Raipur, Chhattisgarh, In.."
SRX,SURA NUSSI,NR,"Jalandhar, Punjab, India"
SRY,SIRARI,ECR,"Sirari Station, Bihar, India"
SRZ,SARDARGARH,NWR,"Sardargarh, Gujarat, India"
SS,SHIRSOLI,CR,"Jalgaon, Maharashtra, India"
SSA,SIRSA,NWR,"Sirsa Railway Station, Sirsa, Haryana,.."
SSB,SHAKURBASTI,NR,"Shakurbasti, New Delhi, Delhi, India"
SSC,SHAHI,NER,"Kabul Shahi, Uttar Pradesh, India"
SSCR,SONACHARA,ER,"West Bengal, India"
SSD,SHAMSABAD,NER,"Shamsabad, Uttar Pradesh, India"
SSDT,SHAMSHABAD TOWN,NCR,"Shamsabad Town, Shamsabad, Uttar Prade.."
SSF,SIRSUPHAL,CR,"Sirsuphal, Golandewadi, Maharashtra, I.."
SSG,SHIU SAGAR ROAD,ECR,"Shiu Sagar Rd, Bihar, India"
SSGJ,SURASARAIGHAT JHARA,WCR,"Singrauli, Madhya Pradesh, India"
SSGR,SISAI GULAB RAI H,NER,"Deoria, Uttar Pradesh, India"
SSHT,SAGHAR SULTANPUR H,NER,"Sagar Sultan Pur Uttar, Bihar 841406, .."
SSI,SHIRSAI,CR,"Pune, Maharashtra, India"
SSIA,SUISA,SER,"Purulia, West Bengal, India"
SSKA,SISARKA,NR,"Uttar Pradesh, India"
SSKI,SARSOKI,NCR,"Sarsoki, Uttar Pradesh, India"
SSKL,SUSKAL,WR,"Vadodara, Gujarat, India"
SSL,SIRSAUL,NCR,"Sirsa, Haryana, India"
SSM,SASARAM,ECR,"Sasaram, Bihar, India"
SSN,SASON,ECOR,"Sason Station, Odisha, India"
SSNH,SHRI SHARDA NAGAR,SWR,"Sharada Nagar Main Rd, Ramanthapur, Hy.."
SSNR,SATSANGNAGAR,ER,"Sri Ganganagar, Rajasthan, India"
SSNS,SAHEED SURAJ NARAYAN SINGH H,ECR,"Narpatinagar village, Bihar, India"
SSNT,SIRSA NUNTHAR HALT,ER,"Deoghar - Dumka Rd, Sirsananthar, Jhar.."
SSP,SANTOSHPUR F,ER,"Santoshpur, Kolkata, West Bengal, India"
SSPD,SADASHIVAPET RD,SCR,"Shri Sadashiva Wodeyar Rd, Dharwad, Ka.."
SSPH,SATISH SAMANTA P H,SER,"Basulya, West Bengal, India"
SSPN,SAI P NILAYAM,SWR,"Anantapur, Andhra Pradesh, India"
SSPR,SADASHIBAPUR,ECOR,"Sadashibapur Station, Odisha, India"
SSR,SARERI,NWR,"Bhilwara, Rajasthan, India"
SSRD,SHASAN ROAD F,ER,"Shasan Rd, Baruipur, West Bengal 70014.."
SSRH,SHASAN H,ECR,"Sasan, Bihar 848204, India"
SSU,SASAMUSA,NER,"Sasamusa, Bihar, India"
SSV,SASVAD ROAD,CR,"Hadapsar, Fursungi, Maharashtra 412308.."
SSW,SARSAWA,NR,"Sarsawan, Uttar Pradesh, India"
SSZ,SADDA SINGHWALA,NR,"Sadda Singhwala, Punjab, India"
ST,SURAT,WR,"Lal Darwaja Station Road, Suryapur Gat.."
STA,SATNA,WCR,"Railway Station Rd, Satna, Madhya Prad.."
STB,SHANTIPUR,ER,"Santipur, West Bengal, India"
STBB,SATBERIA H,ER,"Satberia Halt, West Bengal, India"
STBD,SULTANABAD,SCR,"Sultanabad, Andhra Pradesh, India"
STBJ,SITABINJ,ECOR,"Kendujhar, Orissa, India"
STC,SANTA CRUZ,WR,"Santacruz, MG Road, Sen Nagar, Santacr.."
STD,SATROD,NWR,"Satrod Railway Station, National Highw.."
STDB,SITAFALMANDI B,SCR,"Lalaguda, Mettuguda, Secunderabad, Tel.."
STDR,SATADHAR,WR,"Way To Rail, Gujarat, India"
STE,SAGARAKATTE,SWR,"Battalakatte, Karnataka, India"
STF,SIKTA,ECR,"Sikta, Bihar, India"
STH,SAITHAL H,NER,India
STJT,SATHAJAGAT,ECR,"Gobindpur Part, Bihar, India"
STKT,SASTHANKOTTA,SR,"Sasthamkotta, Kerala, India"
STKW,SULTANPUR KALIAWAS,NR,"Sultanpur, Gurgaon, Haryana, India"
STL,SIMULTALA,ER,"Simultala Railway Station, SH 18, Simu.."
STLB,SITALPUR BENGAL,SER,"Sitalpur Colliery High School, West Be.."
STLI,SITHOULI,NCR,"National Highway 75, Madhya Pradesh, I.."
STLR,SITALPUR,ECR,"Sitalpur Railway Station, Sitalpur, Bi.."
STM,ST THOMAS MOUNT,SR,"St Thomas Mt, Tamil Nadu, India"
STN,SITARAMPUR,ER,"Sitarampur, West Bengal, India"
STNL,SATNALI,NWR,"Satnali, Haryana, India"
STNR,SITALNAGAR,NWR,"Biggabas Ramsara, Rajasthan, India"
STP,SITAPUR,NER,"Sitapur National Highway, Avas Vikas C.."
STPD,SITAFAL MANDI,SCR,"Sitaphalmandi, Padmarao Nagar, Secunde.."
STR,SATARA,CR,"Satara, Maharashtra, India"
STRB,SANTIR BAZAR,NFR,"Gardang, Tripura 799144, India"
STRK,SITAPUR KUTHCERY HAL,NER,"Sitapur, Uttar Pradesh, India"
STSN,SHAITANSINGHNGR,NWR,"Jodhpur, Rajasthan, India"
STUR,SATULUR,SCR,"Satuluru Railway Station, Andhra Prade.."
STVA,SATYAVADA,SCR,"Sathyavedu, Andhra Pradesh, India"
STW,SAHATWAR,NER,"Sahatwar, Uttar Pradesh, India"
STZ,SATRAON F,NER,"Karamgarh Satran Bus Stop, National Hi.."
SUA,SARDIHA,SER,"West Medinipur, West Bengal, India"
SUAL,SAUNDAL,KR,"Saundal, Maharashtra, India"
SUBR,SUBHAGPUR,NER,"Bhogpur, Punjab, India"
SUC,SUNAK,NWR,"Davli, Gujarat, India"
SUD,SUDHANI,NFR,"Bihar, India"
SUDR,SUNDERPUR HALT,ECR,"Bina, Bihar 852130, India"
SUDV,SUMMADEVI,ECOR,"Summadevi Station, Andhra Pradesh, India"
SUH,SULEHALLI,SCR,"Mallenahalli, Karnataka, India"
SUI,SUI,NWR,"Sui, Rajasthan, India"
SUIA,SURAINCHA H,NER,"Sancha Fali, Santrampur, Gujarat, India"
SUJ,SARJU,NER,"Sarju, Jharkhand, India"
SUJH,SUJANGARH,NWR,"Sujangarh, Rajasthan, India"
SUJR,SUJRA,NR,"Sujra, Uttar Pradesh, India"
SUKU,SUKU,ECOR,"P.Suku, Odisha, India"
SUL,SULADHAL,SWR,"Belgaum, Karnataka, India"
SULH,SULHANI,NR,"Sulhani, Punjab, India"
SUM,SUMMIT,CR,"Lake Traverse Indian Reservation, Siss.."
SUMR,SUMER,WCR,"Sumer, Meghalaya, India"
SUNM,SUNMAI H,NR,"Sunami Gate - Dhuri Gate Rd, Sangrur, .."
SUNR,SURENDRANAGAR JN,WR,"Surendranagar, Gujarat, India"
SUP,SHRUNGAVARPUKTA,ECOR,"Vizianagaram, Andhra Pradesh, India"
SUPP,SUPPALAPADU,SCR,"Salevariuppalapadu, Andhra Pradesh, In.."
SUR,SOLAPUR JN,CR,"Solapur Railway Station, Solapur, Maha.."
SURI,SIURI,ER,"Suri, West Bengal, India"
SURL,SURELI,NWR,"Sawai Madhopur, Rajasthan, India"
SURP,SURATPURA,NWR,"Churu, Rajasthan, India"
SURR,SURERA,NWR,"Surera, Rajasthan, India"
SUT,SATLANA,NWR,"Atlanta, Hiranandini Estate Rd, Hirana.."
SUU,SULUR ROAD,SR,"Indian Air Force, Rd, Tamil Nadu, India"
SUW,SUKHISEWANIYAN,WCR,"Sukhisewaniyan Station, Madhya Pradesh.."
SUX,SUDIYUR,SR,"Sudiyur, Tamil Nadu, India"
SUZ,SUBANSIRI,NFR,"Subansiri, Assam, India"
SV,SIWAN JN,NER,"Siwan Junction Railway Station, Siwan,.."
SVA,SUWASRA,WCR,"Suwasra, Madhya Pradesh, India"
SVB,SAVNI,WR,"Savin Kingdom, Siliguri, West Bengal 7.."
SVC,SIWAN KACHERI F,NER,"Bihar, India"
SVD,SARWARI,SCR,"Sarwari Bus Stop, Kulu, Sultanpur, Kul.."
SVDK,MATA VAISHNO DEVI KATRA,NR,"Katra, Reasi, Jammu, J&K"
SVE,SEWRI,CR,"Sewri, Mumbai, Maharashtra 400015, India"
SVF,SRI VENKATAPERUMAL R,SR,"Andhra Pradesh 517571, India"
SVG,SAWALGI,CR,"State Highway 10, Karnataka, India"
SVGA,SIVAGANGA,SR,"Sivaganga, Tamil Nadu, India"
SVH,SONADANGA,ER,"Nadia, West Bengal, India"
SVHE,SISVINHALLI,SWR,"Shivalli, Karnataka, India"
SVI,SAGARPALI,NER,"Sagarpali, Uttar Pradesh, India"
SVJR,SHIVAJINAGAR,CR,"Shivajinagar Railway Station, Narveer .."
SVKD,SAVARKUNDLA,WR,"Savar Kundla, Gujarat, India"
SVKS,SIVAKASI,SR,"Sivakasi Railway station, Sivakasi, Ta.."
SVL,SEVALIYA,WR,"Kheda, Gujarat, India"
SVM,SANVERDAM CHUCH,SWR,"Curchorem, Goa, India"
SVN,SIVUNGAON,SCR,"Nanded, Maharashtra, India"
SVNR,SAVANUR,SWR,"Haveri, Karnataka, India"
SVO,SANVRAD,NWR,"Nagaur, Rajasthan, India"
SVPH,SHIVPUR HALT,ECR,"Unnamed Road, Sheopur Halt, Bihar 8022.."
SVPI,SHIVPURI,WCR,"Shivpuri, Madhya Pradesh, India"
SVPM,S VENKTESWRPALM,SCR,"Unnamed Road, Sri Venkateswarapalem, A.."
SVPR,SRIVILLIPUTTUR,SR,"Srivilliputhur, Tamil Nadu, India"
SVQ,SIVOK,NFR,"Sevoke, West Bengal, India"
SVR,SEVVAPET ROAD,SR,"Sevvapet Rd, Sevvapet, Tamil Nadu, India"
SVRP,SHIVANARAYANPUR,ER,"Bhagalpur, Bihar, India"
SVS,SRINIVASPUR,SWR,"Srinivaspur, Karnataka 563135, India"
SVT,SHIVPURA,WR,"Madhya Pradesh, India"
SVUR,SEVUR,SR,"Sevur, Tamil Nadu, India"
SVV,SRIVAIKUNTAM,SR,"State Highway 40, Tamil Nadu, India"
SVW,SHIVNI SHIVAPUR,SCR,"Malkapur, Akola, Maharashtra, India"
SVX,SAVARDA,KR,"Savarda, Maharashtra, India"
SVZ,SARAI HARKHU,NR,"Kalinjara, Uttar Pradesh 222141, India"
SW,SEHRAMAU,NER,"Sherman Dr, Indio, CA 92201, USA"
SWA,SAHJANWA,NER,"Sahjanwa, Uttar Pradesh, India"
SWAR,SEWAR,WCR,"Sewar, Rajasthan, India"
SWC,SHIVRAMPUR,NCR,"Uttar Pradesh, India"
SWD,SANAWAD,WR,"Sanawad Railway Station, Sanawad, Madh.."
SWDE,SIWAHA,NR,"Siwa Tobha, Punjab"
SWDV,SEA WOOD DARAVE,CR,"Sea Woods Estate, Palm Beach Rd, Secto.."
SWE,SIWAITH,NR,"Siwaith, Uttar Pradesh, India"
SWF,SATHIN ROAD,NWR,"Station Rd, Raipur, Chhattisgarh, India"
SWG,SIDHWAN,NR,"Jalandhar, Punjab, India"
SWI,SWAMIMALAI,SR,"Swamimalai, Tamil Nadu, India"
SWJ,SIAJULI,NFR,"Bokanala No.2, Assam 787032, India"
SWLN,SURAWADI,CR,"Suravadi, Maharashtra 415528, India"
SWM,SAWAI MADHOPUR,WCR,"Sawai Madhopur, Rajasthan, India"
SWNI,SIWANI,NWR,"Bhiwani, Haryana, India"
SWNR,SEWA NAGAR,NR,"Garuda Marg, Sewa Nagar, New Delhi, De.."
SWO,SONWARA,NR,"Sanwada, Rajasthan, India"
SWPR,SEWAPURI,NR,"Uttar Pradesh, India"
SWPS,SWAMI PARAMHANS,NR,"Rae Bareli, Uttar Pradesh, India"
SWR,SONUA,SER,"Jharkhand 833105, India"
SWRT,SAHAWAR TOWN,NER,"Sahawar, Uttar Pradesh, India"
SWS,SUWANSA,NR,"Suwansa Railway Station, Suwansa, Utta.."
SWT,SHIWALA TEHU H,NCR,"Uttar Pradesh, India"
SWV,SAWANTWADI ROAD,KR,"State Highway 123, Maharashtra, India"
SWW,SHAHANAGAR TIMARUA,NCR,India
SWX,SAIDANWALA,NR,"Sadhanwala, Punjab, India"
SXA,SAGPHATA,CR,"East Nimar, Madhya Pradesh, India"
SXB,SAMBRE,SWR,"Belgaum Airport (IXG), Belgaum-Bagalko.."
SXC,SONDALIA,ER,"Sondalia, West Bengal, India"
SXD,SIDULI,ER,"Siduli, West Bengal, India"
SXE,SILA KHERI,NR,"Haryana 126112, India"
SXF,SOBHAPUR,WCR,"Shobhapur, Madhya Pradesh, India"
SXK,SHAJAHANPURCORT,NR,"Shahjahanpur, Uttar Pradesh, India"
SXN,SONAKHAN,SER,"Sonakhan Station, Odisha, India"
SXP,SANKOPARA,ER,"Unnamed Road, Jaipur, Rajasthan, India"
SXQ,SUAHERI H,NR,"Sheri, Maharashtra, India"
SXR,SERNDANUR,SR,"Sindhanur, Karnataka, India"
SXT,SALEM TOWN,SR,"Fort, Salem, Tamil Nadu, India"
SXX,SALBARI,NFR,"Salbari, National Highway 31, Assam, I.."
SXZM,SOPORE,NR,"Sopore Degree College, 193201"
SY,SIRKAZHI,SR,"Sirkazhi, Tamil Nadu, India"
SYA,SALAIA,WCR,"Madhya Pradesh, India"
SYC,SARAI CHANDI,NR,"Allahabad, Uttar Pradesh, India"
SYE,SINDEWAHI,SECR,"Sindewahi, Maharashtra, India"
SYF,SEMAI,NCR,"Morena, Madhya Pradesh, India"
SYH,SAIYEDPUR BHITRI,NER,"Saidpur, Uttar Pradesh, India"
SYJ,SAIDRAJA,ECR,"Chandauli, Uttar Pradesh, India"
SYK,SAIDKHANPUR,NR,"Uttar Pradesh, India"
SYL,SALPURA,WCR,"Salepur, Odisha, India"
SYM,SAVALYAPURAM,SCR,"Savalyapuram Railway Station, Savalyap.."
SYN,SAYAN,WR,"Sayan, Gujarat, India"
SYQ,SINHAN,WR,"Gujarat, India"
SYU,SARAYAN,NER,"Sarayan River, Uttar Pradesh"
SYW,SINDURWA,NR,"BHEL Road No 1 Bus Stop, National High.."
SYWN,SAIYID SARAWAN,NCR,"Kaushambi, Uttar Pradesh, India"
SYZ,SONAI,NER,"Sonai, Maharashtra, India"
SZ,SALAWAS,NWR,"Salawas, Rajasthan, India"
SZA,SAROTRA ROAD,NWR,"Banaskantha, Gujarat, India"
SZB,SARONA,SECR,"Raipur, Chhattisgarh, India"
SZE,SONARDIH,ECR,"Sonari, Assam, India"
SZF,SATBAHINI,ECR,"Chhatarpur, Jharkhand 822120, India"
SZH,SAONGA HALT,SECR,"Chhindwara, Madhya Pradesh, India"
SZK,SUR KHAND KA KH,NWR,"Sur Khand Ka Khera Railway Station, Ra.."
SZM,SUBZI MANDI,NR,"Subzi Mandi, Ram Bagh, New Delhi, Delh.."
SZN,SHAHBAZNAGAR,NER,"Aurangabad, Maharashtra, India"
SZP,SHAHJAHANPUR,NER,"Shahjahanpur, Uttar Pradesh, India"
SZR,SARUPATHAR,NFR,"Assam 785602, India"
SZV,SIVADI,SWR,"Sivadi, Tamil Nadu, India"
SZY,SILAK JHORI,ECOR,"Dantewada, Chhattisgarh, India"
SZZ,SABIRA,SER,"Brahmanasabira, Odisha 756045, India"
TA,TANUR,SR,"Tanur, Kerala, India"
TAA,TADLA PUSAPALLI,SCR,"Tadla Pusapalli, Andhra Pradesh, India"
TABU,TALABURU,SER,"Talaburuwith Sanlisia, Jharkhand 83321.."
TAC,TATICHERLA,SCR,"Andhra Pradesh 515731, India"
TADA,TADA,SR,"Tada, Andhra Pradesh, India"
TAE,TADALI,CR,"Bhadrawati, Maharashtra, India"
TAK,TARAKESWAR,ER,"Tarkeshwar, West Bengal, India"
TAKU,TAKU,CR,"Taku Ct, Tega Cay, SC 29708, USA"
TALA,TALA,ER,"Shyam Bazar, Kolkata, West Bengal 7000.."
TALL,TALL JN,ECR,"Bihar 803303, India"
TAM,TILAIVILAGAM,SR,"Thillivilagsm Railway Station, Pattukk.."
TAN,TARANA ROAD,WR,"Madhya Pradesh, India"
TAO,TAMNA,SER,"Tamna Station, West Bengal, India"
TAP,TAPANG,ECOR,"Tapang-Mandarabasta Rd, Nijigarh Tapan.."
TAPA,TAPA,NR,"RAILWAY STREET, Tapa Mandi, Punjab, In.."
TAR,THARSA,SECR,"Tarsa, Maharashtra, India"
TAS,THASRA,WR,"Thasra, Gujarat, India"
TASA,THIPPASANDRA,SWR,"Karnataka 562131, India"
TAT,TUMMANAMGUTTA,SCR,"Andhra Pradesh 517351, India"
TATA,TATANAGAR JN,SER,"Tatanagar Junction Railway Station, Ju.."
TATI,TATI,SER,"Tati Para Rd, Ghusuri, Howrah, West Be.."
TAV,TALALA JN,WR,"Talala, OK 74080, USA"
TAY,TALAIYUTHU,SR,"Athiyuthu, Tamil Nadu, India"
TAZ,TARGAON,CR,"Targaon, Maharashtra, India"
TB,THARBITIA,ECR,"Station Road, Kishanpur, Bihar, India"
TBA,TIMBA ROAD,WR,"Kheda, Gujarat, India"
TBAE,TRIBENI,ER,"Tribeni Station Road, Tribeni, West Be.."
TBB,TILBHITA,ER,"Pakur, Jharkhand, India"
TBDM,TUNGABHADRA DAM,SWR,"Hosapete, Karnataka, India"
